content,score,at,datetime,text,stem,app,postag,afterpos,0,1,2,3,4,5,6,7,8,topic_id,topic_txt,x1,y1,x10,y10,x25,y25,x100,y100,label,value
"Game nya seru si tapi banyak bug+kredit score nya cepet habis jadi ga bisa rank , bisa nya classic, aku kan main harusnya kredit score nya nambah tapi malah ngga nambah jadi males main kalo gitu harap diperbaiki ya ""moonton""",3.0,2023-12-17 13:47:45,2023-12-17 13:47:45,game nya seru sih   bugkredit score nya cepat habis  tidak_bisa rank   nya classic   main  kredit score nya menambah   tidak_menambah  malas main kalo  harap diperbaiki ya moonton,game nya seru sih bugkredit score nya cepat habis tidak bisa rank nya classic main kredit score nya tambah tidak tambah malas main kalo harap baik ya moonton,mobilelegends,"[('Ġgame', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġseru', 'B-NNO'), ('Ġsih', 'B-ADV'), ('Ġbu', 'B-NNP'), ('gk', 'B-NNP'), ('redit', 'B-NNP'), ('Ġscore', 'B-NNP'), ('Ġnya', 'B-PRK'), ('Ġcepat', 'B-ADJ'), ('Ġhabis', 'B-ADV'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġrank', 'B-NNP'), ('Ġnya', 'B-ART'), ('Ġclassic', 'B-NNP'), ('Ġmain', 'B-VBI'), ('Ġkredit', 'B-NNO'), ('Ġscore', 'B-NNP'), ('Ġnya', 'B-PRK'), ('Ġtambah', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġtambah', 'B-NNO'), ('Ġmalas', 'B-NNO'), ('Ġmain', 'B-NNO'), ('Ġkalo', 'B-CSN'), ('Ġharap', 'B-NNO'), ('Ġbaik', 'B-ADJ'), ('Ġya', 'B-PAR'), ('Ġmo', 'B-NNP'), ('onton', 'B-NNP')]", game seru main kredit tambah tambah malas main harap,0.7441184520721436,0.0167294461280107,0.1906867772340774,0.0109673673287034,0.0,0.0,0.0,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,68.02616,44.041996,-16.068537,-36.99797,-0.40512088,7.6195335,-11.643199,-0.095917754,negative,0.7052966356277466
"Tolong lah kenapa saya kasih bintang dua, dari segi grafik okey dah bagus, tapi disaat main jangan tiba ping merah kagak jelas lah apalagi saat war, begitu juga pas main MC waduh dah kagak benar dah, Kaya dipermainkan sistem gitu.",2.0,2023-12-18 22:04:49,2023-12-18 22:04:49,tolong    kasih bintang   segi grafik okey deh bagus  disaat main tidak_tiba ping merah kagak     war   pas main mc  deh kagak  deh kayak dipermainkan sistem,tolong kasih bintang segi grafik okey deh bagus saat main tidak tiba ping merah kagak war pas main mc deh kagak deh kayak main sistem,mobilelegends,"[('Ġtolong', 'B-NNP'), ('Ġkasih', 'B-NNP'), ('Ġbintang', 'B-NNP'), ('Ġsegi', 'B-NNP'), ('Ġgrafik', 'B-NNO'), ('Ġok', 'B-NNP'), ('ey', 'B-NNP'), ('Ġdeh', 'B-NNP'), ('Ġbagus', 'B-ADJ'), ('Ġsaat', 'B-NNO'), ('Ġmain', 'B-VBI'), ('Ġtidak', 'B-NEG'), ('Ġtiba', 'B-VBI'), ('Ġping', 'B-NNP'), ('Ġmerah', 'B-NNP'), ('Ġkagak', 'B-NNP'), ('Ġwar', 'B-NNP'), ('Ġpas', 'B-NNP'), ('Ġmain', 'B-VBI'), ('Ġmc', 'B-NNP'), ('Ġdeh', 'B-NNP'), ('Ġkagak', 'B-NNP'), ('Ġdeh', 'B-NNP'), ('Ġkayak', 'B-NNP'), ('Ġmain', 'B-VBI'), ('Ġsistem', 'B-NNO')]", grafik saat main tiba main main sistem,0.9022654294967652,0.020685713738203,0.0164685230702161,0.0137094007804989,0.0117496289312839,0.0102809965610504,0.0,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,16.154549,34.67394,4.394119,-66.82192,13.130252,55.03246,11.033677,-7.2782087,negative,0.8659393191337585
"Game nya sih ok, skinnya bagus gw suka.. Cuman tolong diperbaiki lagi yah game nya.. Game nya suka nge bug mulu saat mau main... Truss jaringan padahal ok banget!. Mohon di perbaiki lagi yah moonton",4.0,2023-12-31 19:47:07,2023-12-31 19:47:07,game nya sih ok skinnya bagus gue suka cuman tolong diperbaiki  ya game nya game nya suka nge bug mulu   main  jaringan  ok banget mohon  perbaiki  ya moonton,game nya sih ok skinnya bagus gue suka cuman tolong baik ya game nya game nya suka nge bug mulu main jaring ok banget mohon baik ya moonton,mobilelegends,"[('Ġgame', 'B-NNO'), ('Ġnya', 'B-ART'), ('Ġsih', 'B-NNP'), ('Ġok', 'B-NNP'), ('Ġsk', 'B-NNP'), ('innya', 'B-NNP'), ('Ġbagus', 'B-NNP'), ('Ġgue', 'B-NNP'), ('Ġsuka', 'B-NNO'), ('Ġcuman', 'B-NNP'), ('Ġtolong', 'B-NNP'), ('Ġbaik', 'B-ADJ'), ('Ġya', 'B-NNP'), ('Ġgame', 'B-NNO'), ('Ġnya', 'B-ART'), ('Ġgame', 'B-NNO'), ('Ġnya', 'B-ART'), ('Ġsuka', 'B-NNO'), ('Ġnge', 'B-NNP'), ('Ġbug', 'B-NNP'), ('Ġmulu', 'B-NNP'), ('Ġmain', 'B-NNO'), ('Ġjaring', 'B-NNO'), ('Ġok', 'B-NNP'), ('Ġbanget', 'B-NNP'), ('Ġmohon', 'B-NNO'), ('Ġbaik', 'B-ADJ'), ('Ġya', 'B-NNP'), ('Ġmo', 'B-NNP'), ('onton', 'B-NNP')]", game suka game game suka main jaring mohon,0.913129985332489,0.0183895230293273,0.0146341705694794,0.0121849915012717,0.0104436893016099,0.0,0.0,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,2.9641194,56.238213,-51.70717,-32.39887,-8.290213,59.363773,13.366429,-8.974986,positive,0.9441291093826294
"Untuk game update kedepan nya tolong dong monoton data yang sudah di downloade grafik ultra hd ketika di ubah menjadi grafick rendah mau di ubah ultra mengapa harus mendouwnloade ulang lgi... ❔ Kenapa harus hilang data nya downloade ulang nyah sangat lah besar untuk grafik ultra lebih dari 700mb itu tidak seperti dulu, kalau sudah di downloade tidak hilang atau downloade ulang.. Itu harapan kami para GAMERS mobile legend bang bang monoton yang terbaik🙏😁👌👍😊",4.0,2023-12-10 17:37:15,2023-12-10 17:37:15,game update kedepan nya tolong  monoton data    downloade grafik ultra hd   ubah  grafick rendah   ubah ultra   mendouwnloade ulang     hilang data nya downloade ulang nya     grafik ultra   mbak  tidak_seperti     downloade tidak_hilang  downloade ulang  harapan   gamers mobile legend bang bang monoton  terbaik,game update depan nya tolong monoton data downloade grafik ultra hd ubah grafick rendah ubah ultra mendouwnloade ulang hilang data nya downloade ulang nya grafik ultra mbak tidak seperti downloade tidak hilang downloade ulang harap gamers mobile legend bang bang monoton baik,mobilelegends,"[('Ġgame', 'B-NNO'), ('Ġupdate', 'B-NNP'), ('Ġdepan', 'B-NNO'), ('Ġnya', 'B-ART'), ('Ġtolong', 'B-NNP'), ('Ġmonoton', 'B-NNP'), ('Ġdata', 'B-NNO'), ('Ġdownload', 'B-NNP'), ('e', 'B-NNP'), ('Ġgrafik', 'B-NNP'), ('Ġultra', 'B-NNP'), ('Ġhd', 'B-NNP'), ('Ġubah', 'B-NNP'), ('Ġgraf', 'B-NNP'), ('ick', 'B-NNP'), ('Ġrendah', 'B-NNP'), ('Ġubah', 'B-NNP'), ('Ġultra', 'B-NNP'), ('Ġmend', 'B-NNP'), ('ouw', 'B-NNP'), ('n', 'B-NNP'), ('load', 'B-NNP'), ('e', 'B-NNP'), ('Ġulang', 'B-NNP'), ('Ġhilang', 'B-VBI'), ('Ġdata', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġdownload', 'B-NNP'), ('e', 'B-NNP'), ('Ġulang', 'B-NNP'), ('Ġnya', 'B-ART'), ('Ġgrafik', 'B-NNO'), ('Ġultra', 'B-NNP'), ('Ġmbak', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġseperti', 'B-PPO'), ('Ġdownload', 'B-NNP'), ('e', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġhilang', 'B-VBI'), ('Ġdownload', 'B-NNP'), ('e', 'B-NNP'), ('Ġulang', 'B-NNP'), ('Ġharap', 'B-NNO'), ('Ġgamers', 'B-NNP'), ('Ġmobile', 'B-NNP'), ('Ġlegend', 'B-NNP'), ('Ġbang', 'B-NNP'), ('Ġbang', 'B-NNP'), ('Ġmonoton', 'B-NNP'), ('Ġbaik', 'B-NNP')]", game depan data hilang data grafik hilang harap,0.9131508469581604,0.0183730833232402,0.0146290836855769,0.0121847484260797,0.0104438932612538,0.0,0.0,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,30.348467,75.07672,-50.431812,-29.5025,-9.013817,58.61909,14.084823,-8.4834175,negative,0.9205945134162903
"Saat musuhnya berkumpul jadi lag parah, sampai delay berkali2, udah gitu pas mau menang malah jaringan hilang, keluar sendiri, pokoknya kayak tidak boleh menang gitu, tolonglah diperbaiki gamenya",1.0,2024-01-01 11:57:13,2024-01-01 11:57:13,musuhnya berkumpul  lag parah  delay berkali   pas  menang  jaringan hilang   pokoknya kayak tidak_boleh menang  tolonglah diperbaiki gamenya,musuh kumpul lag parah delay kali pas menang jaring hilang pokok kayak tidak boleh menang tolong baik gamenya,mobilelegends,"[('Ġmusuh', 'B-NNO'), ('Ġkumpul', 'B-NNO'), ('Ġlag', 'B-NNO'), ('Ġparah', 'B-ADJ'), ('Ġdelay', 'B-NNP'), ('Ġkali', 'B-NNO'), ('Ġpas', 'B-NNP'), ('Ġmenang', 'B-VBI'), ('Ġjaring', 'B-NNO'), ('Ġhilang', 'B-VBI'), ('Ġpokok', 'B-NNO'), ('Ġkayak', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġboleh', 'B-ADV'), ('Ġmenang', 'B-VBI'), ('Ġtolong', 'B-NNP'), ('Ġbaik', 'B-ADJ'), ('Ġgamenya', 'B-NNO')]", musuh kumpul lag kali menang jaring hilang pokok kayak menang gamenya,0.7302341461181641,0.0138196786865592,0.2155488580465316,0.0,0.0,0.0,0.0,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,15.308961,45.599968,-15.072401,-36.473743,0.06458697,8.050781,-11.890617,-0.07881881,negative,0.999398946762085
"Perfect game!!!! dari segi grafik, gameplay, hero² & skinnya, serta event² dan fitur²nya snagat perfect semua, cuman untuk versi sekarang di perangkat saya kok unduhan resource nya ga bisa di jeda ya?, malahan tombol jedanya ga ada, sediain lgi dong tombol jeda resourcenya",5.0,2023-12-17 16:38:16,2023-12-17 16:38:16,perfect game  segi grafik gameplay hero²  skinnya  event²  fitur²nya snagat perfect  cuman  versi   perangkat   unduhan resource nya tidak_bisa  jeda ya  tombol jedanya tidak_ada sediain   tombol jeda resourcenya,perfect game segi grafik gameplay hero skinnya event fitur nya snagat perfect cuman versi perangkat unduh resource nya tidak bisa jeda ya tombol jeda tidak ada ain tombol jeda resourcenya,mobilelegends,"[('Ġperfect', 'B-NNP'), ('Ġgame', 'B-NNO'), ('Ġsegi', 'B-NNO'), ('Ġgrafik', 'B-NNO'), ('Ġgameplay', 'B-NNP'), ('Ġhero', 'B-NNP'), ('Ġsk', 'B-NNP'), ('innya', 'B-NNP'), ('Ġevent', 'B-NNP'), ('Ġfitur', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġsnagat', 'B-NNP'), ('Ġperfect', 'B-NNP'), ('Ġcuman', 'B-NNP'), ('Ġversi', 'B-NNO'), ('Ġperangkat', 'B-NNO'), ('Ġunduh', 'B-NNO'), ('Ġresource', 'B-NNP'), ('Ġnya', 'B-SYM'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġjeda', 'B-NNO'), ('Ġya', 'B-PAR'), ('Ġtombol', 'B-NNO'), ('Ġjeda', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġada', 'B-VBE'), ('Ġ', 'B-NNP'), ('ain', 'B-NNP'), ('Ġtombol', 'B-NNO'), ('Ġjeda', 'B-NNO'), ('Ġres', 'B-NNP'), ('our', 'B-NNP'), ('c', 'B-NNP'), ('enya', 'B-NNP')]", game segi grafik fitur versi perangkat unduh jeda tombol jeda tombol jeda,0.0181519426405429,0.0126679651439189,0.0101307341828942,0.0,0.0,0.9280961155891418,0.0,0.0,0.0,5,lag; game; data; main; hero; masuk; beli; unduh; jaring; top_up,11.074856,22.152887,58.906593,-1.186281,-5.40443,-48.093468,12.245933,11.4071865,positive,0.9315556883811951
"tolong dong bug nya di perbaiki masa lagi main reconecting dan pas relog malah stuck loading screen, sialnya dua kali kaya gitu dan keitung AFK. parah banget sih bug nya kecewa berat!",2.0,2023-12-21 19:28:05,2023-12-21 19:28:05,tolong  bug nya  perbaiki   main reconecting  pas relog  stuck loading screen sialnya  kali kayak   keitung afk parah banget sih bug nya kecewa berat,tolong bug nya baik main reconecting pas relog stuck loading screen sial kali kayak keitung afk parah banget sih bug nya kecewa berat,mobilelegends,"[('Ġtolong', 'B-NNP'), ('Ġbug', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġbaik', 'B-ADJ'), ('Ġmain', 'B-NNP'), ('Ġrec', 'B-NNP'), ('on', 'B-NNP'), ('ecting', 'B-NNP'), ('Ġpas', 'B-NNP'), ('Ġrel', 'B-NNP'), ('og', 'B-NNP'), ('Ġstu', 'B-NNP'), ('ck', 'B-NNP'), ('Ġloading', 'B-NNP'), ('Ġscreen', 'B-NNO'), ('Ġsial', 'B-NNP'), ('Ġkali', 'B-NNO'), ('Ġkayak', 'B-NNP'), ('Ġke', 'B-NNP'), ('itung', 'B-NNO'), ('Ġaf', 'B-NNP'), ('k', 'B-NNP'), ('Ġparah', 'B-NNP'), ('Ġbanget', 'B-ADV'), ('Ġsih', 'B-NNP'), ('Ġbug', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġkecewa', 'B-NNP'), ('Ġberat', 'B-NNP')]", bug screen kaliitung bug,0.8436933159828186,0.0329795591533184,0.0263449028134346,0.0219499431550502,0.0188102815300226,0.0164577644318342,0.0146289989352226,0.0131660858169198,0.011969156563282,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,4.522981,106.27557,-27.734085,-2.3126361,-5.055036,-18.168364,3.7941723,-0.8434852,negative,0.999427855014801
"Yang namanya permainan pasti ada kalah menangnya Yang namanya manusia pasti ada kekurangannya Jadi wajar saja karena ini adalah permainan Terkadang juga pembuatnya (moonton) selalu bercanda dalam memberikan pertandingan,seperti diberikan tim yang sangat jauh dari pangkat permainannya,terus kadang dapet yang bagus dan juga yang buruk. Jadi keinginan saya dan juga pasti semuanya (player ML) ingin diberikan keseimbangan dalam memberikan satu tim yang kompak dan juga ingin meraih kemenangan bersama",4.0,2023-11-20 00:35:55,2023-11-20 00:35:55,namanya permainan   kalah menangnya  namanya manusia   kekurangannya  wajar     permainan terkadang  pembuatnya moonton  bercanda   pertandinganseperti  tim     pangkat permainannyaterus kadang   bagus    buruk        player ml   keseimbangan    tim  kompak    meraih kemenangan,nama main kalah menang nama manusia kurang wajar main terkadang buat moonton canda pertandinganseperti tim pangkat permainannyaterus kadang bagus buruk player ml imbang tim kompak raih menang,mobilelegends,"[('Ġnama', 'B-NNO'), ('Ġmain', 'B-NNO'), ('Ġkalah', 'B-ADJ'), ('Ġmenang', 'B-VBI'), ('Ġnama', 'B-NNO'), ('Ġmanusia', 'B-NNO'), ('Ġkurang', 'B-ADV'), ('Ġwajar', 'B-ADJ'), ('Ġmain', 'B-VBI'), ('Ġterkadang', 'B-NNP'), ('Ġbuat', 'B-PPO'), ('Ġmo', 'B-NNP'), ('onton', 'B-NNP'), ('Ġcanda', 'B-NNO'), ('Ġpertandingan', 'B-NNP'), ('seperti', 'B-NNP'), ('Ġtim', 'B-NNO'), ('Ġpangkat', 'B-NNO'), ('Ġpermainan', 'B-NNP'), ('n', 'B-NNP'), ('yat', 'B-NNP'), ('er', 'B-NNP'), ('us', 'B-NNP'), ('Ġkadang', 'B-NNO'), ('Ġbagus', 'B-ADJ'), ('Ġburuk', 'B-ADJ'), ('Ġplayer', 'B-NNO'), ('Ġml', 'B-NNP'), ('Ġimbang', 'B-ADJ'), ('Ġtim', 'B-NNO'), ('Ġkompak', 'B-NNO'), ('Ġraih', 'B-NNP'), ('Ġmenang', 'B-VBI')]", nama main menang nama manusia main canda tim pangkat kadang player tim kompak menang,0.0149781499058008,0.0110132247209548,0.9416965842247008,0.0,0.0,0.0,0.0,0.0,0.0,2,tim; hero; main; musuh; game; pakai; gamenya; grafis; skil; player,-91.43541,50.414505,63.88793,-35.903244,26.977777,20.571672,-20.728716,-0.10977534,positive,0.8711181282997131
"SINGKAT AJA NIH=Jangan kebanyakan abdet, benerin dlu bug yang ada, dan saat draf pick kasih musuh yang seimbang juga, masalah internet nya tlong di benerin Terima kasih. 🙁 Selain itu udh bagus kok yang bermasalah tinggal di benerin jadi bintang 3 dlu 😋sama lagi main tiba2 sinyal nya ilang kan aneh dan juga jangan kebanyakan abdet dah gjls bgt!!! 🙁",3.0,2023-12-27 10:49:52,2023-12-27 10:49:52,singkat  nihjangan kebanyakan abdet benerin  bug     draf pick kasih musuh  seimbang   internet nya tlong  benerin terima kasih     bagus   bermasalah tinggal  benerin  bintang     main  sinyal nya hilang  aneh   tidak_kebanyakan abdet deh gjls banget,singkat nihjangan banyak abdet benerin bug draf pick kasih musuh imbang internet nya tlong benerin terima kasih bagus masalah tinggal benerin bintang main sinyal nya hilang aneh tidak banyak abdet deh gjls banget,mobilelegends,"[('Ġsingkat', 'B-ADJ'), ('Ġnih', 'B-NNP'), ('jangan', 'B-NNP'), ('Ġbanyak', 'B-KUA'), ('Ġab', 'B-NNP'), ('det', 'B-NNO'), ('Ġbener', 'B-NNP'), ('in', 'B-NNO'), ('Ġbug', 'B-NNP'), ('Ġdraf', 'B-NNP'), ('Ġpick', 'B-NNP'), ('Ġkasih', 'B-NNP'), ('Ġmusuh', 'B-NNO'), ('Ġimbang', 'B-NNO'), ('Ġinternet', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġt', 'B-NNP'), ('long', 'B-NNP'), ('Ġbener', 'B-NNP'), ('in', 'B-NNO'), ('Ġterima', 'B-NNO'), ('Ġkasih', 'B-NNO'), ('Ġbagus', 'B-ADJ'), ('Ġmasalah', 'B-NNO'), ('Ġtinggal', 'B-VBI'), ('Ġbener', 'B-NNP'), ('in', 'B-NNO'), ('Ġbintang', 'B-NNP'), ('Ġmain', 'B-VBI'), ('Ġsinyal', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġhilang', 'B-VBI'), ('Ġaneh', 'B-ADJ'), ('Ġtidak', 'B-NEG'), ('Ġbanyak', 'B-KUA'), ('Ġab', 'B-NNP'), ('det', 'B-NNO'), ('Ġdeh', 'B-NNO'), ('Ġg', 'B-NNP'), ('j', 'B-NNP'), ('ls', 'B-NNP'), ('Ġbanget', 'B-NNP')]",detin musuh imbang internetin terima kasih masalah tinggalin main sinyal hilangdet deh,0.7843489050865173,0.0127521231770515,0.0101553536951541,0.0,0.0,0.0,0.1610618829727172,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,-16.413944,-72.13935,-46.08028,28.824705,-22.742125,26.50293,-3.3680623,-7.705996,negative,0.9871205687522888
"Saya sangat kecewa sekali dengan mobile legend yang versi sekarang. Sinyal atau jaringan suka drop tidak stabil. Drop parah. Terus pembagian team yg tidak seimbang. Selalu memberikan pemain-pemain yg buruk utk yg solo rank. Sulit utk menang. Sekalinya kalah, akan terus dikasih kalah sampai lose streak berkali-kali. Dan setelah lose streak cuma dikasih kemenangan sekali atau dua kali saja habis itu lose streak kembali. Pemain solo rank dibuat sangat amat sulit utk bisa menang atau win streak.",1.0,2023-12-24 22:03:40,2023-12-24 22:03:40,kecewa   mobile legend  versi  sinyal  jaringan suka drop tidak_stabil drop parah  pembagian team  tidak_seimbang   pemainpemain  buruk   solo rank sulit  menang sekalinya kalah   dikasih kalah  lose streak berkalikali   lose streak  dikasih kemenangan    kali  habis  lose streak  pemain solo rank    sulit   menang  win streak,kecewa mobile legend versi sinyal jaring suka drop tidak stabil drop parah bagi team tidak imbang pemainpemain buruk solo rank sulit menang sekali kalah kasih kalah lose streak berkalikali lose streak kasih menang kali habis lose streak main solo rank sulit menang win streak,mobilelegends,"[('Ġkecewa', 'B-ADJ'), ('Ġmobile', 'B-NNP'), ('Ġlegend', 'B-NNP'), ('Ġversi', 'B-NNO'), ('Ġsinyal', 'B-NNO'), ('Ġjaring', 'B-NNO'), ('Ġsuka', 'B-VBI'), ('Ġdrop', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġstabil', 'B-NNO'), ('Ġdrop', 'B-NNP'), ('Ġparah', 'B-NNP'), ('Ġbagi', 'B-PPO'), ('Ġteam', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġimbang', 'B-ADJ'), ('Ġpemain', 'B-NNP'), ('pemain', 'B-NNP'), ('Ġburuk', 'B-ADJ'), ('Ġsolo', 'B-NNP'), ('Ġrank', 'B-NNP'), ('Ġsulit', 'B-ADJ'), ('Ġmenang', 'B-VBI'), ('Ġsekali', 'B-ADV'), ('Ġkalah', 'B-VBI'), ('Ġkasih', 'B-NNP'), ('Ġkalah', 'B-VBI'), ('Ġl', 'B-NNP'), ('ose', 'B-NNP'), ('Ġstr', 'B-NNP'), ('eak', 'B-NNP'), ('Ġberk', 'B-NNP'), ('alik', 'B-NNP'), ('ali', 'B-NNO'), ('Ġl', 'B-NNP'), ('ose', 'B-NNP'), ('Ġstr', 'B-NNP'), ('eak', 'B-NNP'), ('Ġkasih', 'B-NNP'), ('Ġmenang', 'B-VBI'), ('Ġkali', 'B-NNO'), ('Ġhabis', 'B-ADV'), ('Ġl', 'B-NNP'), ('ose', 'B-NNP'), ('Ġstr', 'B-NNP'), ('eak', 'B-NNP'), ('Ġmain', 'B-VBI'), ('Ġsolo', 'B-NNP'), ('Ġrank', 'B-NNP'), ('Ġsulit', 'B-ADJ'), ('Ġmenang', 'B-VBI'), ('Ġwin', 'B-NNP'), ('Ġstr', 'B-NNP'), ('eak', 'B-NNP')]", versi sinyal jaring suka stabil menang kalah kalahali menang kali main menang,0.7137221693992615,0.0127166528254747,0.2362706065177917,0.0,0.0,0.0,0.0,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,-56.447876,-0.04270132,-13.518633,-35.865288,0.44118628,8.4872465,-12.112915,-0.07143206,negative,0.9993222951889038
"Apa ini moonton main pagi"" wifi lancar data lancar kok tiba"" lag, di relog malah gak bisa masuk maintenance? Atau ada kecurangan tolong di periksa jangan hanya tau mengurangi kredit skor player sebagai bentuk pelanggaran tapi perhatikan sistem nya lebih lanjut",1.0,2023-12-24 07:59:22,2023-12-24 07:59:22,moonton main pagi wifi lancar data lancar   lag  relog  tidak_bisa masuk maintenance   kecurangan tolong  periksa tidak_hanya tau mengurangi kredit skor player  bentuk pelanggaran  perhatikan sistem nya,moonton main pagi wifi lancar data lancar lag relog tidak bisa masuk maintenance curang tolong periksa tidak hanya tau kurang kredit skor player bentuk langgar perhati sistem nya,mobilelegends,"[('Ġmo', 'B-NNP'), ('onton', 'B-NNP'), ('Ġmain', 'B-NNP'), ('Ġpagi', 'B-NNO'), ('Ġwifi', 'B-NNP'), ('Ġlancar', 'B-ADJ'), ('Ġdata', 'B-NNO'), ('Ġlancar', 'B-ADJ'), ('Ġlag', 'B-NNO'), ('Ġrel', 'B-NNP'), ('og', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġmasuk', 'B-VBI'), ('Ġmaintenance', 'B-NNP'), ('Ġcurang', 'B-NNP'), ('Ġtolong', 'B-NNP'), ('Ġperiksa', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġhanya', 'B-ADV'), ('Ġtau', 'B-NNP'), ('Ġkurang', 'B-ADJ'), ('Ġkredit', 'B-NNO'), ('Ġskor', 'B-NNO'), ('Ġplayer', 'B-NNP'), ('Ġbentuk', 'B-NNO'), ('Ġl', 'B-NNP'), ('anggar', 'B-NNP'), ('Ġper', 'B-NNP'), ('hati', 'B-NNO'), ('Ġsistem', 'B-NNO'), ('Ġnya', 'B-PRK')]", pagi data lag masuk periksa kredit skor bentukhati sistem,0.0228486284613609,0.0166029259562492,0.0131711307913064,0.0109675312414765,0.0,0.6488295793533325,0.2656174898147583,0.0,0.0,5,lag; game; data; main; hero; masuk; beli; unduh; jaring; top_up,-29.920374,4.925914,57.72525,1.7348703,-4.024937,-48.270958,11.878534,11.634141,negative,0.9286881685256958
